Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z,hip.Center_x,hip.Center_y,hip.Center_z
-0.17390193281594152,-0.44538327691571483,-0.2910798659592241,-0.16439086493914057,-0.13429547493576724,0.027830597939679243,-0.1283459767412962,0.2850062790992799,-0.0429429684051087,0.10925216339939246,0.31911458440476065,0.004666592666140273,0.244137686523503,-0.08616596110029576,-0.014019589317360727,0.41013756994389,-0.42417414921426294,-0.2672999916778523,-0.34961787341806366,0.31517984561038087,0.07188561005843383,-0.2886476683347359,0.4596909790822596,-0.1414362662478588,-0.2462631782442498,0.7339211655470967,-0.05985432847688785,0.03487083219349501,0.7904397506653962,0.09108203020706414,0.07982020541352569,0.5389915093098949,0.21839407403952504,-0.13826883479927093,0.49362888979240055,0.3608723675507293,-0.11975453473838883,0.8366962499935657,0.029318182516588413,-0.15701253224385728,1.0657536917266666,0.060500741751770816,-0.12737347214461317,0.9702652865280874,0.1850678113139742,-0.1050882729361374,1.014663424519508,0.14290203714004154,-0.17158467412896236,1.0054793885414404,0.1515619546767843,-0.07201046398752785,0.9997364421655506,0.043365616080574876,-0.2276209442174862,0.9795568385711823,0.058447173453120047,-0.009546906670951864,0.30206043175202024,-0.019138187869484215
-0.19644377673168162,-0.4404312378297075,-0.28598810146155385,-0.19047761986747475,-0.14155178310685784,0.05836362464744703,-0.1285714833165489,0.27389695704356504,-0.04572055266113298,0.11191771536776823,0.30613539793488304,0.0018127981698176498,0.25343346510729753,-0.10516510093371548,0.005564116247674629,0.42890361513551967,-0.42775815479843676,-0.2832315870755329,-0.4170936875406099,0.24682452645987502,0.07435112585962324,-0.31947903812126227,0.44261217437376327,-0.09032953601610735,-0.23566743958846942,0.7179429095028218,-0.05009394837642508,0.051474328480569695,0.7597278789756228,0.08244285680438401,0.07565603114957158,0.5158555843815266,0.22836977895903124,-0.0713215032612202,0.4213791831353149,0.4372870311533313,-0.10142488451812169,0.8134131819567266,0.026071856962490453,-0.12855168587153554,1.0399049241352367,0.04252705519991454,-0.11567271700570154,0.9513670946246998,0.17285739842334458,-0.08729732102131291,0.992300606079679,0.13185362082667712,-0.1545060976759874,0.9865266760227482,0.13395599955515167,-0.04638109592400376,0.9708049759132996,0.037769159989642094,-0.20094915369673166,0.9578298809602503,0.038856290436458205,-0.00832688397439034,0.29001617748922404,-0.021953877245657664
-0.20894673338656033,-0.43715594561420695,-0.2327203281775839,-0.19426901535413443,-0.11448638808191836,0.07109551680681755,-0.12639103194620868,0.28245814972166844,-0.0477559897223983,0.11035603960583482,0.31739701817284827,0.005840626875645014,0.24057241461568585,-0.09283383053103224,0.0024908869492217254,0.3956095686078658,-0.4077076321892055,-0.2848438216825753,-0.5177021579375584,0.28510825048245736,0.056979551775165,-0.3688013467064771,0.4556488438177126,-0.08914557325268999,-0.2569020875537047,0.7224612616833165,-0.047072227566723655,0.02800647847551148,0.7718502246321379,0.0970188869004945,0.0634078993835924,0.5085524244357017,0.2006058176397343,-0.12324899283011151,0.37534054347220486,0.3375440886638803,-0.12787864556977277,0.824234211148762,0.03636341221517067,-0.1600216128858614,1.0559372475679758,0.06216158666761568,-0.15801811969240082,0.9588903627959819,0.1875396476571109,-0.12637725689001725,1.0022721070793565,0.15119865694038934,-0.19363866352692208,0.9963704882533482,0.14737328956911436,-0.07659482122430712,0.9865358219453574,0.05901661761551426,-0.23210470499464456,0.9741508131227737,0.0459477776812686,-0.008017496170186933,0.2999275839472584,-0.02095768142337664
-0.23263718765109476,-0.43306519368812985,-0.22545172283412163,-0.18801292457306168,-0.11169257676513338,0.07486540587955628,-0.1253614837076237,0.2815127313240586,-0.0566841363100706,0.10918939231040299,0.3174616655314491,0.012977183078057878,0.23254958059884578,-0.09408623630117764,0.029384727447856127,0.38813779518959457,-0.4137128668213557,-0.24815144109131743,-0.5413007118249491,0.39667181213612535,0.06492448093186845,-0.39144190219870945,0.4800170894993268,-0.13627321706601073,-0.2573098513679075,0.7250353642566735,-0.047897433510822436,0.00759600698224998,0.7524723241347406,0.1369995084260793,0.041113636328246835,0.4781881393074159,0.22397619338361477,-0.14753468784933163,0.3181427249257487,0.3192183442976828,-0.13973277287685598,0.8140553834156886,0.0607617148523189,-0.1791691329996471,1.0427531149281666,0.10202519146921069,-0.1976805499670492,0.9350568168758067,0.21618934819549757,-0.16081449063494388,0.9811203125869113,0.19036747634772133,-0.22634765496571055,0.9758401968168527,0.17445217669633245,-0.09523231089287258,0.9736582911026295,0.10713224875433011,-0.24612309048195613,0.9632953029073081,0.06653763452084184,-0.008086045698610357,0.29948719842775384,-0.02185347661600636
-0.22340837660679969,-0.4300567812477361,-0.20585661536163202,-0.206747860196875,-0.09572285393224976,0.07223218079840713,-0.12207321166503499,0.27878773727434647,-0.060318051588193346,0.10657728609969339,0.3194734170175516,0.016464934496777772,0.23401419427187692,-0.08691917473607658,0.029236018455723746,0.3928057928589096,-0.40315904064411007,-0.24013737027340115,-0.5625351674560987,0.49613929132195966,0.10571712775724171,-0.4496000891173396,0.5056544427546938,-0.12594307533006005,-0.28496452919490634,0.7232370718348097,-0.03597128163484896,-0.010724953916295446,0.7607413174293176,0.12351484213113376,0.08779970032189226,0.49833080236207794,0.1710596094873416,-0.0488077047542482,0.33267345486768146,0.3136578464921976,-0.16749667438785432,0.8092969328739452,0.06320930016635919,-0.20789768856843702,1.0324806487331961,0.08924313443969503,-0.23906652138534473,0.9357837141557579,0.21090135684214592,-0.19934106122748754,0.9788443333184605,0.18496738343257352,-0.26296315951504307,0.9728017684348836,0.16319516927620517,-0.1261424131288371,0.9632953852460397,0.1094563682605309,-0.27259324832984966,0.9507781215227484,0.055858865458826644,-0.0077479627826708,0.29913057714594904,-0.021926558545707787
-0.22139858614949,-0.43032803725415275,-0.19622436731280404,-0.19940191752507858,-0.09780689880515299,0.08640073072330412,-0.12357100840315657,0.2763404981248405,-0.05707420043972617,0.10705621513946151,0.3231552533351318,0.010133564128056665,0.24574570473197818,-0.07951813417362694,0.026818797406386163,0.4018843902035553,-0.39801937618920813,-0.24464173920902157,-0.5880130744254672,0.5488211092401366,0.05969900412283261,-0.46721543367718726,0.5360531602536084,-0.16556610237179842,-0.30020218063577403,0.7269790360072691,-0.03169186526448664,-0.017474751729867344,0.7752670838321509,0.09537465229029747,0.13040518491116077,0.539609349071261,0.0557293448713049,0.08668547963616852,0.40944472853850217,0.26779913061438226,-0.18359075478955514,0.8091760571451532,0.06437706052666671,-0.2399389818412088,1.0225187357710257,0.10284755263187223,-0.2641255919529923,0.9194127695539859,0.2220565219250716,-0.22775821367345603,0.9663433356602223,0.19740492579386634,-0.29058794728054393,0.9562010952683668,0.17474274008037094,-0.1529463368412175,0.9588116476260423,0.12203197632376334,-0.2984489393852626,0.9367687978439334,0.06688656443468295,-0.008257396631847533,0.2997478757299862,-0.023470318155834752
-0.21872553191546915,-0.42431762438480647,-0.21355838813103858,-0.19690172410458576,-0.10202404902026961,0.07949186917859827,-0.12205949315842374,0.27356746353805883,-0.06141158956578548,0.10629933974251317,0.321451476231468,0.01430233352922473,0.2389075903059709,-0.08285523104863937,0.039681776711242275,0.40771973050972804,-0.3980360291832946,-0.22620120138610428,-0.5924184376131723,0.5905207308215413,0.01525789901738565,-0.4585547774176642,0.5294453394516837,-0.18974321287219956,-0.3077928839497002,0.7137871652496398,-0.03122528160358576,-0.035130034048307966,0.7687050651419234,0.10617304583453047,0.12625395370856807,0.5462075233124676,0.05934345958142427,0.091892039909759,0.4414054382101565,0.2835792109914297,-0.19915752785738058,0.7961373379009564,0.07158586543174486,-0.25245014962580437,1.0060294298276529,0.1067862889471262,-0.28466685112317763,0.9064897227770693,0.22722555461560517,-0.2458342834458817,0.9516426674144761,0.20313438428832148,-0.30815400085417916,0.9431230748019804,0.17846962676718764,-0.16888007807557648,0.9402383749892039,0.13075036703184056,-0.3124812009011949,0.9215131254243515,0.07099629206235107,-0.007880076707955284,0.29750946988476346,-0.02355462801828037
-0.22671212834803572,-0.4307316929862035,-0.21462088780076405,-0.2028553248987583,-0.10148233059096061,0.07075640513873918,-0.12012495057519679,0.2732304799902464,-0.06746584537974584,0.10578935779514181,0.31700481798534363,0.020049335396511724,0.23404500706903195,-0.08498808464835668,0.061138912892930414,0.416046168933667,-0.3953568928597649,-0.200210303428285,-0.5349920701012172,0.6309413782332317,-0.011175427982340565,-0.4293971785170025,0.5438906227598216,-0.2201759187758976,-0.30158891952282585,0.7049921593320341,-0.02244723028382609,-0.04428766442196538,0.7473462009737392,0.14529757668458892,0.115356183634343,0.5257715386107016,0.10498052014891467,-0.0307794076329627,0.4524287492275134,0.29155533610993556,-0.20452227585288085,0.7766088321496296,0.09682456375524573,-0.27507385810042717,0.9760381675934703,0.1571417831666031,-0.31185901378475295,0.8560160065914454,0.2542763915719404,-0.27455756174590684,0.9068865232100612,0.24317803210031902,-0.332679148085357,0.8986982030712319,0.2099969025803226,-0.18950782789505816,0.9131839813387949,0.18026352990504785,-0.32250400869864965,0.8958042171126595,0.10183224799430957,-0.007167796390027487,0.295117648987795,-0.023708254991617057
-0.22833136276009222,-0.43138492233687986,-0.16425203320189102,-0.20837741116946992,-0.09091548285987529,0.10984030758304904,-0.12120139576873663,0.265405425548489,-0.0646997898675193,0.10682183603340474,0.3155124045713,0.014463939477696551,0.2437726738149769,-0.08707088990298038,0.06007257636711707,0.411978494741693,-0.3855415184988024,-0.22773989275842854,-0.4922942189750916,0.5759014811030552,0.02746183572355804,-0.4364676076556744,0.5187492899568728,-0.21243639297750597,-0.2974510558062842,0.6984886025712632,-0.04030127503419096,-0.04889612688358126,0.7359010485214138,0.1449202288999534,0.062405276341243675,0.48495246326151975,0.19761437827540676,-0.14544300222893958,0.3919436352034874,0.3088810845344297,-0.20045700099581895,0.7701775179229091,0.07819815548391842,-0.2771558028867201,0.9648216666221882,0.15484066014148765,-0.31140905146883835,0.8323627549647746,0.232742597269603,-0.2765156187910511,0.8851531576192807,0.23046051292895253,-0.33257676385091806,0.8791351419364453,0.19399996160400423,-0.19000702226060556,0.9034882590710177,0.17276885444284895,-0.31815036973152017,0.8914997351906884,0.08763817199155592,-0.007189779867665946,0.2904589150598945,-0.025117925194911375
-0.2673764120346558,-0.436000010357143,-0.13124725346646254,-0.22460600434938693,-0.07882871586670688,0.1252402926222796,-0.12166080746481141,0.2628605794286901,-0.06983153434973946,0.10726797733204425,0.31438020193863525,0.014044826838655218,0.2540827827432364,-0.07741691190517576,0.10048030292819599,0.4284496898356887,-0.38962343055980025,-0.17640585138943152,-0.4663158583195231,0.5126110090452143,0.06067340980312436,-0.4533957236434594,0.5204070929907625,-0.1978718980754224,-0.28343177336493974,0.707263554956462,-0.06073701535115878,-0.03626357414445649,0.7285769682457339,0.1303807026492036,0.027533520569374994,0.4576676261872152,0.19377828040678063,-0.19131509642403838,0.326134605521417,0.24665138483285257,-0.18216361198018963,0.7752907288215739,0.053335758003691246,-0.25827674500622394,0.978450420768388,0.10639727790609924,-0.309270174971379,0.8528618220469227,0.18669150643698212,-0.273058253663122,0.9042168577667494,0.1869227786426019,-0.32240165684298955,0.8968229589046185,0.14194490044395025,-0.17707144510539485,0.9161263056699456,0.14298792209657052,-0.28999037270000355,0.9013349090312827,0.03897206046331038,-0.007196415066383577,0.2886203906836627,-0.02789335375554212
